"새주소","지번주소","좌표정보","좌표정보","테마코드","콘텐츠 코드","언어셋(KOR : 국문, ENG : 영문, JP : 일문, CHA : 중문-간체, CHB : 중문-번체)","콘텐츠 명","시도명(텍스트)","구명","동명","산지여부","주 번지","부 번지","기타주소","전화번호","상세정보 값 1","상세정보 값 2","상세정보 값 3","상세정보 값 4","상세정보 값 5","상세정보 값 6","상세정보 값 7","상세정보 값 8","상세정보 값 9","상세정보 값 10","상세정보 값 11","상세정보 값 12","상세정보 값 13","상세정보 값 14","상세정보 값 15","상세정보 값 16","상세정보 값 17","상세정보 값 18","상세정보 값 19","상세정보 값 20","상세정보 이름 1","상세정보 이름 2","상세정보 이름 3","상세정보 이름 4","상세정보 이름 5","상세정보 이름 6","상세정보 이름 7","상세정보 이름 8","상세정보 이름 9","상세정보 이름 10","상세정보 이름 11","상세정보 이름 12","상세정보 이름 13","상세정보 이름 14","상세정보 이름 15","상세정보 이름 16","상세정보 이름 17","상세정보 이름 18","상세정보 이름 19","상세정보 이름 20","좌표데이터","좌표 타입 (1:Point 3:Polyline 4:MultiPolyline 5:Polygon 6:MultiPolygon 8:multiPoint)","선 두께 1~10","테마 선 색상","키워드","등록일","수정일"
"올림픽로 399","","127.112573336","37.518434291","100324","11710000618","KOR","햇빛가득꼬마숲어린이집","","송파구","","","","","","02-3472-3817","가정","일반","20","19","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:54.0","2018-12-04 04:10:07.0"
"서울특별시 송파구 송이로31길 56","서울특별시 송파구 문정동 145","127.135468189","37.490972110","100324","11710000619","KOR","수피아어린이집","","송파구","","","","","","02-419-9587","가정","일반","8","0","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:54.0","2018-10-12 17:25:54.0"
"올림픽로 399","","127.112573336","37.518434291","100324","11710000622","KOR","진주반짝이는어린이집","","송파구","","","","","","070-4218-6113","가정","일반","13","12","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:54.0","2018-12-11 04:02:17.0"
"백제고분로46길 26-11","","127.113741713","37.506991791","100324","11710000623","KOR","송파리틀짐어린이집","","송파구","","","","","","02-423-1363","민간개인","일반","69","62","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:54.0","2019-01-12 04:01:18.0"
"오금로23길 23","","127.116509137","37.510370291","100324","11710000624","KOR","무궁화누리어린이집","","송파구","","","","","","02-413-4014","민간개인","일반","95","88","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:54.0","2019-01-15 04:02:01.0"
"가락로39길 6","","127.118443884","37.511813450","100324","11710000625","KOR","즐거운아이어린이집","","송파구","","","","","","02-413-5277","민간개인","일반","76","59","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:54.0","2018-12-04 04:10:08.0"
"마천로7길 7","","127.127863352","37.508827773","100324","11710000627","KOR","라원어린이집","","송파구","","","","","","02-3402-0050","민간개인","일반","120","113","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:54.0","2019-01-16 04:01:26.0"
"가락로39길 40","","127.115075037","37.513148393","100324","11710000628","KOR","꼬마수피아어린이집","","송파구","","","","","","02-422-6262","민간개인","시간연장형","28","26","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:54.0","2019-01-03 04:08:36.0"
"서울특별시 송파구 올림픽로 435","서울특별시 송파구 신천동 20","127.109708788","37.522684059","100324","11710000629","KOR","엄마마음어린이집","","송파구","","","","","","02-419-5533","가정","일반","19","19","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:54.0","2018-10-12 17:25:54.0"
"충민로4길 6","","127.129278451","37.479103546","100324","11710000631","KOR","우리누리어린이집","","송파구","","","","","","02-430-2345","가정","시간연장형","17","17","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:54.0","2018-12-04 04:10:09.0"
"중대로34길 9-13","","127.133562439","37.506338257","100324","11710000632","KOR","행복가득어린이집","","송파구","","","","","","02-402-5248","가정","일반","19","17","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:54.0","2018-12-02 04:00:48.0"
"동남로16길 5","","127.131427031","37.494544085","100324","11710000633","KOR","잠실예닮어린이집","","송파구","","","","","","02-2043-6008","민간개인","시간연장형","112","90","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:54.0","2018-11-02 04:10:20.0"
"서울특별시 송파구 잠실로 62","서울특별시 송파구 잠실동 35","127.090810899","37.508987054","100324","11710000634","KOR","아이작어린이집","","송파구","","","","","","02-421-9595","가정","일반","20","20","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:54.0","2018-10-12 17:25:54.0"
"서울특별시 송파구 성내천로 211","서울특별시 송파구 마천동 576","127.152066181","37.500021346","100324","11710000635","KOR","우방샛별어린이집","","송파구","","","","","","02-443-8669","가정","일반","18","18","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:54.0","2018-10-12 17:25:54.0"
"올림픽로35길 104","","127.101017264","37.519306171","100324","11710000636","KOR","아기곰어린이집","","송파구","","","","","","02-6415-1371","가정","일반","19","19","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:54.0","2018-11-03 04:04:48.0"
"서울특별시 송파구 올림픽로35길 104","서울특별시 송파구 신천동 11","127.102805094","37.520628481","100324","11710000637","KOR","해맑은어린이집","","송파구","","","","","","02-415-5010","가정","일반","19","19","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:54.0","2018-10-12 17:25:54.0"
"서울특별시 송파구 중대로 24","서울특별시 송파구 문정동 150","127.117288563","37.487713537","100324","11710000638","KOR","예은어린이집","","송파구","","","","","","070-8222-1273","가정","일반","18","17","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:54.0","2018-10-12 17:25:54.0"
"서울특별시 송파구 마천로51길 27","서울특별시 송파구 마천동 191-17","127.152503345","37.497363029","100324","11710000639","KOR","해맑음어린이집","","송파구","","","","","","02-401-5264","민간개인","일반","36","0","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:54.0","2018-10-12 17:25:54.0"
"동남로20길 32","","127.135127793","37.494892502","100324","11710000640","KOR","하나둘셋어린이집","","송파구","","","","","","02-430-5941","민간개인","시간연장형","38","38","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:54.0","2018-12-12 04:01:30.0"
"서울특별시 송파구 충민로4길 19","서울특별시 송파구 장지동 844","127.131137980","37.478836335","100324","11710000641","KOR","리베폴어린이집","","송파구","","","","","","02-430-1777","가정","일반","19","14","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:54.0","2018-10-12 17:25:54.0"
"송파대로 567","","127.094702966","37.514721982","100324","11710000642","KOR","아기천사어린이집","","송파구","","","","","","070-8847-1690","가정","일반","19","16","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:54.0","2018-11-03 04:04:49.0"
"잠실로 62","","127.087648189","37.511027229","100324","11710000643","KOR","모아맘어린이집","","송파구","","","","","","070-4300-0113","가정","일반","20","20","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:54.0","2018-12-04 04:10:10.0"
"서울특별시 송파구 가락로31길 19","서울특별시 송파구 송파동 139-4","127.114522545","37.508195363","100324","11710000644","KOR","키움어린이집","","송파구","","","","","","02-403-7110","가정","일반","17","17","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:53.0","2018-10-12 17:25:53.0"
"충민로 151","","127.130525054","37.483670220","100324","11710000646","KOR","아이세상어린이집","","송파구","","","","","","02-430-3703","가정","일반","19","18","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:53.0","2019-01-19 04:01:15.0"
"올림픽로 435","","127.112276434","37.520446505","100324","11710000648","KOR","잠실키즈사랑어린이집","","송파구","","","","","","02-423-0179","가정","일반","20","20","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:53.0","2018-11-14 04:01:29.0"
"서울특별시 송파구 올림픽로35길 104","서울특별시 송파구 신천동 7","127.098741645","37.516554128","100324","11710000649","KOR","푸른누리어린이집","","송파구","","","","","","02-424-7179","가정","일반","15","15","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:53.0","2018-10-12 17:25:53.0"
"서울특별시 송파구 올림픽로 99","서울특별시 송파구 잠실동 19","127.080957409","37.512735962","100324","11710000650","KOR","라온제나어린이집","","송파구","","","","","","070-4147-2217","가정","일반","16","0","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:53.0","2018-10-12 17:25:53.0"
"서울특별시 송파구 잠실로 62","서울특별시 송파구 잠실동 35","127.090566971","37.509107892","100324","11710000651","KOR","고운햇살어린이집","","송파구","","","","","","070-8654-0278","가정","일반","20","15","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:53.0","2018-10-12 17:25:53.0"
"송파대로32길 15","","127.115787438","37.496575782","100324","11710000652","KOR","에코빅스맘어린이집","","송파구","","","","","","070-4234-7979","가정","일반","20","19","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:53.0","2019-01-15 04:02:01.0"
"올림픽로35길 123","","127.101223642","37.516576769","100324","11710000654","KOR","삼성SDS더자람어린이집","","송파구","","","","","","02-2152-7255","직장","일반","200","180","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:53.0","2018-11-02 04:10:22.0"
"서울특별시 송파구 올림픽로 435","서울특별시 송파구 신천동 17","127.106530157","37.521339502","100324","11710000655","KOR","푸르미어린이집","","송파구","","","","","","02-418-8777","가정","일반","20","20","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:53.0","2018-10-12 17:25:53.0"
"서울특별시 송파구 올림픽로 435","서울특별시 송파구 신천동 20","127.112205029","37.521421367","100324","11710000656","KOR","아이소리어린이집","","송파구","","","","","","02-476-7512","가정","일반","20","20","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:53.0","2018-10-12 17:25:53.0"
"서울특별시 송파구 중대로31길 18","서울특별시 송파구 오금동 35","127.129114293","37.505720379","100324","11710000659","KOR","나무어린이집","","송파구","","","","","","02-403-0613","가정","일반","17","17","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:53.0","2018-10-12 17:25:53.0"
"서울특별시 송파구 올림픽로 435","서울특별시 송파구 신천동 20","127.112869929","37.520864706","100324","11710000660","KOR","라온어린이집","","송파구","","","","","","02-422-0042","가정","일반","20","20","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:53.0","2018-10-12 17:25:53.0"
"가락로28길 7-6","","127.117040112","37.506344250","100324","11710000661","KOR","별나무어린이집","","송파구","","","","","","02-413-5999","민간개인","일반","28","27","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:53.0","2018-10-16 04:02:45.0"
"오금로32길 13","","127.120414786","37.504737440","100324","11710000662","KOR","행복누리어린이집","","송파구","","","","","","02-6486-4553","가정","일반","20","20","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:53.0","2019-01-04 04:03:43.0"
"잠실로 88","","127.096924429","37.507735203","100324","11710000664","KOR","잠실사임당어린이집","","송파구","","","","","","02-421-1052","가정","일반","20","19","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:53.0","2019-01-16 04:01:27.0"
"서울특별시 송파구 동남로24길 37","서울특별시 송파구 오금동 158-14","127.139813810","37.498188530","100324","11710000665","KOR","동화나무어린이집","","송파구","","","","","","02-6207-6909","민간개인","일반","28","27","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:53.0","2018-10-12 17:25:53.0"
"중대로34길 12-2","","127.133423085","37.505607188","100324","11710000666","KOR","리틀예어린이집","","송파구","","","","","","02-401-4669","민간개인","일반","90","72","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:53.0","2019-01-10 04:01:29.0"
"올림픽로 435","","127.112276434","37.520446505","100324","11710000668","KOR","리틀바닐라어린이집","","송파구","","","","","","02-6403-2333","가정","일반","19","19","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:53.0","2018-11-17 04:02:01.0"
"서울특별시 송파구 송이로15길 31","서울특별시 송파구 가락동 21-6","127.122521921","37.501842250","100324","11710000670","KOR","리베어린이집","","송파구","","","","","","02-401-6805","가정","일반","20","18","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:53.0","2018-10-12 17:25:53.0"
"동남로8길 9","","127.125787278","37.490106289","100324","11710000671","KOR","단비어린이집","","송파구","","","","","","02-400-0882","민간개인","일반","85","77","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:53.0","2019-01-18 04:00:47.0"
"서울특별시 송파구 송이로19길 8","서울특별시 송파구 가락동 55","127.122839591","37.497299354","100324","11710000672","KOR","아띠랑어린이집","","송파구","","","","","","02-431-1333","가정","시간연장형","19","18","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:53.0","2018-10-12 17:25:53.0"
"동남로20길 11","","127.133673830","37.496442590","100324","11710000674","KOR","안젤로스어린이집","","송파구","","","","","","02-6080-6505","민간개인","일반","30","30","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:53.0","2018-12-04 04:10:11.0"
"위례광장로 163","","127.139289663","37.479664776","100324","11710000675","KOR","송파위례22어린이집","","송파구","","","","","","02-406-5656","국공립","시간연장형","59","57","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:53.0","2018-12-08 04:01:43.0"
"위례광장로 121","","127.139411777","37.474756404","100324","11710000676","KOR","송파위례24어린이집","","송파구","","","","","","02-430-3663","국공립","시간연장형","48","45","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:53.0","2019-01-18 04:00:48.0"
"서울특별시 송파구 충민로2길 20","서울특별시 송파구 장지동 841-1","127.127124591","37.477940835","100324","11710000677","KOR","산모건강증진센터어린이집","","송파구","","","","","","02-404-2288","국공립","시간연장형","41","41","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:53.0","2018-10-12 17:25:53.0"
"위례광장로 163","","127.139289663","37.479664776","100324","11710000678","KOR","보람빅스맘어린이집","","송파구","","","","","","02-514-5325","가정","일반","14","14","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:53.0","2018-10-16 04:02:46.0"
"서울특별시 송파구 위례광장로 163","서울특별시 송파구 장지동 406","127.139341473","37.478681388","100324","11710000680","KOR","해나라어린이집","","송파구","","","","","","02-401-4199","가정","일반","18","18","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:52.0","2018-10-12 17:25:52.0"
"동남로9길 17-10","","127.126300570","37.493845219","100324","11710000681","KOR","은송어린이집","","송파구","","","","","","02-430-7800","국공립","시간연장형","123","117","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:52.0","2019-01-01 04:06:23.0"
"서울특별시 송파구 위례광장로 121","서울특별시 송파구 장지동 393","127.139083643","37.476438454","100324","11710000683","KOR","위키즈어린이집","","송파구","","","","","","02-430-1339","가정","시간연장형","20","19","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:52.0","2018-10-12 17:25:52.0"
"서울특별시 송파구 위례광장로 121","서울특별시 송파구 장지동 518-2","127.138616746","37.475339614","100324","11710000684","KOR","꿈초롱어린이집","","송파구","","","","","","02-6265-0965","가정","일반","19","19","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:52.0","2018-10-12 17:25:52.0"
"올림픽로51길 62","","127.115207400","37.534501897","100324","11710000686","KOR","아리솔어린이집","","송파구","","","","","","02-483-1225","가정","일반","20","15","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:52.0","2018-11-06 04:03:23.0"
"서울특별시 송파구 위례광장로 121","서울특별시 송파구 장지동 393","127.138925588","37.476379382","100324","11710000687","KOR","우리키즈어린이집","","송파구","","","","","","02-6672-8862","가정","시간연장형","20","20","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:52.0","2018-10-12 17:25:52.0"
"위례광장로 121","","127.139411777","37.474756404","100324","11710000688","KOR","나누미어린이집","","송파구","","","","","","070-8744-1001","가정","일반","20","20","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:52.0","2019-01-03 04:08:38.0"
"위례광장로 163","","127.139289663","37.479664776","100324","11710000689","KOR","위례키즈어린이집","","송파구","","","","","","02-400-4468","가정","일반","14","13","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:52.0","2018-10-23 04:01:55.0"
"서울특별시 송파구 위례광장로 121","서울특별시 송파구 장지동 518-1","127.138860745","37.475752735","100324","11710000690","KOR","꿈에그린어린이집","","송파구","","","","","","02-401-7775","가정","일반","20","20","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:52.0","2018-10-12 17:25:52.0"
"백제고분로23길 25","","127.091841260","37.506255366","100324","11710000691","KOR","디딤돌어린이집","","송파구","","","","","","02-416-1589","민간개인","일반","123","116","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:52.0","2019-01-19 04:01:16.0"
"서울특별시 송파구 위례광장로 121","서울특별시 송파구 장지동 393","127.140517948","37.475685679","100324","11710000694","KOR","위례수어린이집","","송파구","","","","","","02-403-8797","가정","일반","14","13","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:52.0","2018-10-12 17:25:52.0"
"서울특별시 송파구 위례광장로 121","서울특별시 송파구 장지동 518-2","127.137941382","37.475258677","100324","11710000695","KOR","맘스맘어린이집","","송파구","","","","","","02-404-7409","가정","일반","18","18","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:52.0","2018-10-12 17:25:52.0"
"송파대로8길 42","","127.131963236","37.478176996","100324","11710000698","KOR","한스어린이집","","송파구","","","","","","02-3401-3040","가정","일반","19","15","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:52.0","2019-01-18 04:00:48.0"
"동남로18길 45","","127.134813648","37.492844144","100324","11710000699","KOR","실버스푼어린이집","","송파구","","","","","","02-458-5999","민간개인","일반","35","30","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:52.0","2019-01-05 04:02:22.0"
"중대로 317-14","","127.132814429","37.508867914","100324","11710000700","KOR","아기숲어린이집","","송파구","","","","","","02-421-4179","민간개인","일반","23","22","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:52.0","2018-11-21 04:01:26.0"
"서울특별시 송파구 올림픽로 435","서울특별시 송파구 신천동 17","127.107148250","37.521084673","100324","11710000701","KOR","도담어린이집","","송파구","","","","","","02-419-2230","가정","일반","20","20","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:52.0","2018-10-12 17:25:52.0"
"중대로 24","","127.116520861","37.490682959","100324","11710000702","KOR","아기별어린이집","","송파구","","","","","","02-443-2346","가정","시간연장형","19","19","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:52.0","2018-11-06 04:03:24.0"
"위례광장로 121","","127.139411777","37.474756404","100324","11710000703","KOR","조이어린이집","","송파구","","","","","","02-431-2222","가정","일반","18","18","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:52.0","2019-01-09 04:02:00.0"
"서울특별시 송파구 송파대로 567","서울특별시 송파구 잠실동 27","127.092429766","37.515072316","100324","11710000704","KOR","잼잼어린이집","","송파구","","","","","","02-6482-1001","가정","시간연장형","20","20","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:52.0","2018-10-12 17:25:52.0"
"서울특별시 송파구 중대로 235","서울특별시 송파구 오금동 50","127.128398653","37.502743204","100324","11710000705","KOR","송파구육아종합지원센터","","송파구","","","","","","02-449-0505","국공립","null","5","0","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:52.0","2018-10-12 17:25:52.0"
"위례광장로 163","","127.139289663","37.479664776","100324","11710000706","KOR","아이꿈어린이집","","송파구","","","","","","02-404-5225","가정","일반","14","14","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:52.0","2019-01-05 04:02:23.0"
"백제고분로37길 16","","127.103689549","37.503562554","100324","11710000707","KOR","석촌동주민센터어린이집","","송파구","","","","","","02-415-2100","국공립","시간연장형","41","38","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:52.0","2018-11-02 04:10:24.0"
"위례순환로 413","","127.141286246","37.477975061","100324","11710000708","KOR","위례새솔어린이집","","송파구","","","","","","02-403-0011","국공립","장애아통합 시간연장형","230","230","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:52.0","2019-01-09 04:02:00.0"
"송이로12길 11","","127.117115253","37.499994456","100324","11710000709","KOR","꿈모아어린이집","","송파구","","","","","","02-423-9533","가정","일반","19","18","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:52.0","2018-11-06 04:03:24.0"
"강동대로 62","","127.114079194","37.526391287","100324","11710000710","KOR","우리누리송파어린이집","","송파구","","","","","","02-488-5450","직장","일반","48","40","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:51.0","2019-01-15 04:02:03.0"
"서울특별시 송파구 올림픽로35길 104","서울특별시 송파구 신천동 11","127.103376660","37.519544266","100324","11710000711","KOR","해피어린이집","","송파구","","","","","","02-3402-0605","가정","일반","15","15","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:51.0","2018-10-12 17:25:51.0"
"서울특별시 송파구 송파대로 567","서울특별시 송파구 잠실동 27","127.093468162","37.515560375","100324","11710000712","KOR","봄봄어린이집","","송파구","","","","","","02-420-4767","가정","일반","20","19","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:51.0","2018-10-12 17:25:51.0"
"서울특별시 송파구 중대로 24","서울특별시 송파구 문정동 150-1","127.118824208","37.490476673","100324","11710000714","KOR","아띠어린이집","","송파구","","","","","","02-431-1500","가정","일반","19","19","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:51.0","2018-10-12 17:25:51.0"
